iter	Logloss
190	0.378497617
191	0.3778851618
192	0.3772130175
193	0.3766890642
194	0.3761689295
195	0.3754822106
196	0.3750687416
197	0.3747711685
198	0.3744278146
199	0.3739723764
200	0.3736399287
201	0.3731439186
202	0.3725700547
203	0.3717556756
204	0.3712197624
205	0.3708999858
206	0.3701335825
207	0.3696199529
208	0.3690704617
209	0.3686390629
210	0.3682105792
211	0.3677775917
212	0.3674661198
213	0.3671359202
214	0.3666292255
215	0.3663995448
216	0.3658017223
217	0.3649944744
218	0.3644021218
219	0.3641462303
220	0.3637920605
221	0.3635190024
222	0.3630978226
223	0.3626185145
224	0.3620442373
225	0.3613743027
226	0.3611469083
227	0.360516467
228	0.3601229395
229	0.3596000585
230	0.3591491031
231	0.3588305017
232	0.3586757394
233	0.3584054408
234	0.3578651394
235	0.3573976158
236	0.3570968945
237	0.356503566
238	0.3562279751
239	0.3557784138
240	0.3551372469
241	0.3547372742
242	0.3542055583
243	0.353610324
244	0.352932447
245	0.352556181
246	0.3519798205
247	0.3514837608
248	0.3512995117
249	0.3509697788
250	0.3506879581
251	0.3503610464
252	0.3497375509
253	0.3493983581
254	0.3490317606
255	0.3486443622
256	0.3483466087
257	0.3477316132
258	0.3476209106
259	0.3474979947
260	0.3471446599
261	0.3468608705
262	0.346297575
263	0.3461509717
264	0.345704493
265	0.3452074102
266	0.344889477
267	0.3444494631
268	0.3440976321
269	0.3437829521
270	0.3434588262
271	0.3430099325
272	0.3426051013
273	0.3423001253
274	0.3418642383
275	0.3412621658
276	0.3408561829
277	0.3405485653
278	0.3401312052
279	0.3395999846
280	0.3391049916
281	0.3387927785
282	0.3384485247
283	0.3380473744
284	0.3377955338
285	0.3376494904
286	0.3372172304
287	0.3368987181
288	0.3366150726
289	0.3360424564
290	0.3357687257
291	0.3352279033
292	0.334883888
293	0.3345647359
294	0.334305092
295	0.3339654627
296	0.3337807988
297	0.3335450234
298	0.3333168479
299	0.3328839152
300	0.3323447804
301	0.3320632767
302	0.3318293966
303	0.3313278693
304	0.3309792739
305	0.3304816293
306	0.3302561629
307	0.3300798161
308	0.3299182792
309	0.3296152134
310	0.3293432942
311	0.3292915457
312	0.3287709613
313	0.3284203895
314	0.3280861551
315	0.3276420945
316	0.327349988
317	0.3268296623
318	0.3267799294
319	0.3264774434
320	0.3260517149
321	0.3256488923
322	0.3252303131
323	0.3247450008
324	0.3244114657
325	0.3241935454
326	0.3239023687
327	0.3235262179
328	0.3233775268
329	0.3229218503
330	0.3225109741
331	0.3221988323
332	0.321834552
333	0.3214238276
334	0.3211842884
335	0.3209470479
336	0.3208642959
337	0.320662147
338	0.3203961684
339	0.3202342491
340	0.3199549769
341	0.3197276413
342	0.3195365597
343	0.3192979286
344	0.3187638541
345	0.31800333
346	0.3176368351
347	0.3172063913
348	0.3169129687
349	0.3165214705
350	0.3161977993
351	0.3157145656
352	0.3152170199
353	0.3147407924
354	0.3143553752
355	0.3142631692
356	0.3139496435
357	0.3135042092
358	0.3130346035
359	0.3127792361
360	0.3124186342
361	0.3120034249
362	0.3117188128
363	0.3114196084
364	0.3110584138
365	0.3106906787
366	0.3104040216
367	0.3100234021
368	0.3097774769
369	0.3094325493
370	0.3090537523
371	0.3087284992
372	0.308428622
373	0.3080360499
374	0.3079190355
375	0.307635431
376	0.307373505
377	0.3070295024
378	0.3065264549
379	0.3063564088
380	0.3061108645
381	0.3058194318
382	0.3056260009
383	0.3051939009
384	0.3049008939
385	0.3043628768
386	0.3040706671
387	0.3038388385
388	0.3035533034
389	0.3034062603
390	0.303107557
391	0.3028243671
392	0.3026163357
393	0.3025036412
394	0.3023482781
395	0.3022424401
396	0.3019200103
397	0.3014464219
398	0.301155821
399	0.3008401361
400	0.3004447503
401	0.300157288
402	0.2997281241
403	0.2993250464
404	0.2990798655
405	0.2988783662
406	0.2987595757
407	0.2985867522
408	0.2983613396
409	0.2981546596
410	0.2978931228
411	0.2976840276
412	0.297571242
413	0.2971806213
414	0.2968672258
415	0.2967263453
416	0.2964337809
417	0.2961452205
418	0.2958784385
419	0.2955627871
420	0.2953545042
421	0.295051208
422	0.2946667426
423	0.2944306464
424	0.2940871473
425	0.2937792538
426	0.2935879177
427	0.2932726822
428	0.2928889771
429	0.2925916678
430	0.2922558844
431	0.2919519362
432	0.2917633851
433	0.2916337314
434	0.2913627471
435	0.2911195248
436	0.2908860234
437	0.2906167036
438	0.2904515941
439	0.2903108268
440	0.2898256932
441	0.289576015
442	0.2894403106
443	0.2892951816
444	0.2890161417
445	0.2887852579
446	0.2885144235
447	0.2884205403
448	0.2881488434
449	0.287775869
450	0.287543796
451	0.2873277005
452	0.2872345818
453	0.2869261776
454	0.2865863173
455	0.2863706876
456	0.2861043691
457	0.2857633295
458	0.2855382961
459	0.2852448832
460	0.2849997281
461	0.284684967
462	0.2844810963
463	0.2842050418
464	0.2841196106
465	0.2839865442
466	0.2837098091
467	0.2834303604
468	0.2831167963
469	0.2829949727
470	0.282853892
471	0.2827249821
472	0.2825696403
473	0.2823414686
474	0.2820288519
475	0.2819005877
476	0.2817327618
477	0.2817265711
478	0.2815782936
479	0.2812557885
480	0.2810406566
481	0.2807934517
482	0.2806682952
483	0.2804068259
484	0.280217428
485	0.2799066504
486	0.2796227124
487	0.2793251702
488	0.2791195568
489	0.2788982061
490	0.2785432109
491	0.2781858706
492	0.2779543398
493	0.2777831942
494	0.2776103811
495	0.277096668
496	0.2768648547
497	0.276805002
498	0.2764472409
499	0.2763057375
500	0.2761756315
501	0.2760347418
502	0.2758730022
503	0.2755490571
504	0.2753552214
505	0.2751650201
506	0.2748900677
507	0.2746248211
508	0.2744034235
509	0.2742131245
510	0.2738668378
511	0.2736403137
512	0.2734759972
513	0.2731848966
514	0.2730942015
515	0.2728635967
516	0.2726995102
517	0.2724155248
518	0.2722039387
519	0.2720699948
520	0.2717279118
521	0.2715486662
522	0.271189575
523	0.2710839722
524	0.2706960553
525	0.2703569856
526	0.2701059648
527	0.2700400486
528	0.2696186531
529	0.2693866419
530	0.2691316496
531	0.2689752658
532	0.2688053261
533	0.2685353418
534	0.2681890358
535	0.2677922032
536	0.2676243142
537	0.2672746871
538	0.2670826232
539	0.2668078009
540	0.2666267041
541	0.2662963807
542	0.266134673
543	0.2660473407
544	0.2656771103
545	0.2655463598
546	0.2652941305
547	0.2652896016
548	0.2652020943
549	0.2649289046
550	0.2646312537
551	0.2644917665
552	0.2643645456
553	0.264015682
554	0.2637705315
555	0.2634681365
556	0.2631794636
557	0.2630089788
558	0.2628672527
559	0.2625931116
560	0.2623617991
561	0.2621315183
562	0.2620167435
563	0.2618132533
564	0.2616191903
565	0.2616100698
566	0.2614577431
567	0.2612285636
568	0.2609454241
569	0.2604798239
570	0.2603459852
571	0.2601784166
572	0.2599732028
573	0.2598660753
574	0.2597516995
575	0.2594717217
576	0.259179306
577	0.2590002657
578	0.2586681058
579	0.2583915764
580	0.2581107422
581	0.2578278473
582	0.2576877974
583	0.2575004828
584	0.2574198492
585	0.257093177
586	0.2569179871
587	0.2567500352
588	0.2566690174
589	0.2563048338
590	0.2559053478
591	0.2557392817
592	0.255715839
593	0.255560099
594	0.2554021285
595	0.2552085998
596	0.2548506193
597	0.2546202338
598	0.2544819135
599	0.2543675041
600	0.2542093547
601	0.2539376292
602	0.2537408307
603	0.253628094
604	0.253466542
605	0.2533632008
606	0.2532023441
607	0.2530526084
608	0.2527833532
609	0.2526053803
610	0.2523334079
611	0.2521023263
612	0.252018863
613	0.251931412
614	0.2516444711
615	0.251257036
616	0.2510785405
617	0.2508353183
618	0.2506850359
619	0.2503829416
620	0.2501805817
621	0.2496755604
622	0.2495769381
623	0.2493822305
624	0.2492526587
625	0.2490397447
626	0.2487871052
627	0.2484878398
628	0.2481646943
629	0.2479238156
630	0.247463578
631	0.2472148515
632	0.2470965638
633	0.2469057665
634	0.2465356322
635	0.2464118935
636	0.2462398284
637	0.2460142848
638	0.2458342398
639	0.2457071718
640	0.2455854325
641	0.2454176145
642	0.2452849783
643	0.2449811022
644	0.2446925293
645	0.2444494191
646	0.2443302648
647	0.2441656834
648	0.2438522075
649	0.243721813
650	0.2435193474
651	0.243383207
652	0.2430060736
653	0.2429268137
654	0.2428399292
655	0.2426286048
656	0.2423762421
657	0.2421203712
658	0.241985452
659	0.2418693879
660	0.2415356837
661	0.2413960626
662	0.2411610661
663	0.2411204453
664	0.240901952
665	0.240696866
666	0.2403607299
667	0.2402063613
668	0.2400748308
669	0.2398727921
670	0.2397593306
671	0.2396615901
672	0.239574209
673	0.2393726466
674	0.239300742
675	0.239159082
676	0.2388610638
677	0.238571774
678	0.2383078285
679	0.2381052911
680	0.2378705009
681	0.2377511752
682	0.2376097352
683	0.2374234417
684	0.2373416089
685	0.2373374096
686	0.2372731813
687	0.2371547762
688	0.2369903989
689	0.2367766088
690	0.2366452289
691	0.2362905563
692	0.2360615968
693	0.2359340474
694	0.2358168171
695	0.2356079689
696	0.2354603887
697	0.2351541332
698	0.2349642752
699	0.2348542825
700	0.2345615042
701	0.2344772388
702	0.23429695
703	0.234023827
704	0.2338526047
705	0.2337715792
706	0.233654764
707	0.2334750666
708	0.2332727009
709	0.2331378413
710	0.232872633
711	0.2327114909
712	0.2323803028
713	0.232214357
714	0.2320873482
715	0.2319338413
716	0.2317760581
717	0.2316553988
718	0.2313571313
719	0.2312310873
720	0.2310041557
721	0.2308346235
722	0.2306854759
723	0.2303977002
724	0.2301092764
725	0.229821173
726	0.229642251
727	0.229632042
728	0.2293745269
729	0.2292860745
730	0.2291096391
731	0.2288690128
732	0.2286676783
733	0.2284995963
734	0.2281489252
735	0.228050754
736	0.2278693974
737	0.2277526368
738	0.2274830996
739	0.2272648565
740	0.2270381075
741	0.2267722138
742	0.2265712213
743	0.2262349954
744	0.2261278567
745	0.2260144223
746	0.2257851159
747	0.2256706358
748	0.2252512473
749	0.2249642591
750	0.2248064991
751	0.2247058513
752	0.2244620244
753	0.2240219863
754	0.2238931303
755	0.2237060919
756	0.2234496833
757	0.2232613154
758	0.222992171
759	0.2227551826
760	0.2226341807
761	0.2224489518
762	0.2221961829
763	0.2221280222
764	0.221916918
765	0.2217614699
766	0.2216043914
767	0.2214294677
768	0.2212613152
769	0.2209915007
770	0.2206793377
771	0.220539424
772	0.2203733891
773	0.2201118816
774	0.2199558136
775	0.2196122598
776	0.2195173645
777	0.2193768966
778	0.2192284818
779	0.2188744456
780	0.2186698009
781	0.2184985193
782	0.2182885661
783	0.21795183
784	0.2177777611
785	0.2176288649
786	0.2171529789
787	0.2170500408
788	0.2169249104
789	0.2166298328
790	0.2165003081
791	0.2163817652
792	0.2161895646
793	0.2159626236
794	0.2158624194
795	0.2157309378
796	0.2154608467
797	0.215258375
798	0.2150869081
799	0.2148645044
800	0.2147400269
801	0.2145104076
802	0.2143476212
803	0.2140024766
804	0.213719945
805	0.2135770351
806	0.2133290371
807	0.2131613749
808	0.21296883
809	0.2127089673
810	0.2124758318
811	0.2122778239
812	0.212099923
813	0.2118436079
814	0.211683964
815	0.211564837
816	0.2114038181
817	0.2112063116
818	0.2110720323
819	0.2108957523
820	0.2106984851
821	0.2105589003
822	0.2103408292
823	0.2102153843
824	0.2099352978
825	0.2098697465
826	0.2097091005
827	0.2096108737
828	0.2094528107
829	0.2093068485
830	0.2090162306
831	0.2087777175
832	0.208543635
833	0.2082798784
834	0.2080299667
835	0.2077423424
836	0.2075041195
837	0.2073825666
838	0.2072165827
839	0.2071666616
840	0.2070664394
841	0.2069188231
842	0.2068212569
843	0.2065962324
844	0.2065231767
845	0.2063706126
846	0.2061952559
847	0.205991138
848	0.2058112605
849	0.2055759645
850	0.2054713647
851	0.2051338501
852	0.2050658709
853	0.2047661793
854	0.2046558859
855	0.2043180817
856	0.2041005051
857	0.204003733
858	0.2038809635
859	0.2036324628
860	0.2033742514
861	0.2031355605
862	0.2029892367
863	0.2028821404
864	0.2026512316
865	0.2024831787
866	0.202277042
867	0.2021866701
868	0.2020478511
869	0.2019239086
870	0.2016837516
871	0.2014904576
872	0.2013225774
873	0.2010128822
874	0.2008136183
875	0.2006778766
876	0.2005438542
877	0.2001429274
878	0.199997272
879	0.1998897801
880	0.1997029942
881	0.1995944174
882	0.1994472775
883	0.1993407971
884	0.1992639124
885	0.1991373493
886	0.1989950441
887	0.1988502786
888	0.1987486513
889	0.1986630065
890	0.1984410543
891	0.1982552821
892	0.1981170307
893	0.1978938099
894	0.1977002992
895	0.1975756725
896	0.1973491941
897	0.1971696437
898	0.1971050471
899	0.1968762701
900	0.1967794541
901	0.1965852893
902	0.1964202629
903	0.1962987684
904	0.1961717091
905	0.1959664584
906	0.1958668327
907	0.1956867212
908	0.195514138
909	0.1953166727
910	0.195134035
911	0.195012783
912	0.1949399181
913	0.1947538131
914	0.1946960015
915	0.1945057963
916	0.1943470986
917	0.1941511548
918	0.1939447909
919	0.1938170539
920	0.1937113949
921	0.1934221161
922	0.1932644229
923	0.1930992616
924	0.1928722083
925	0.1926869736
926	0.1924068652
927	0.1923140637
928	0.1921419012
929	0.1918082927
930	0.1916287263
931	0.1915132477
932	0.1914315904
933	0.1912125913
934	0.1909241826
935	0.190672477
936	0.1905642364
937	0.1904034309
938	0.1901499815
939	0.1900076686
940	0.1897752448
941	0.1895757381
942	0.1894151703
943	0.1892995762
944	0.1890874827
945	0.1889978555
946	0.1888828778
947	0.1886658964
948	0.188611874
949	0.1884982953
950	0.1882150375
951	0.188080191
952	0.1880064412
953	0.1879067833
954	0.1878375328
955	0.1877913722
956	0.1875741804
957	0.1875487854
958	0.1873347863
959	0.1872157796
960	0.1870451503
961	0.186798633
962	0.1866284416
963	0.1865040998
964	0.1864526553
965	0.1864265737
966	0.1861719881
967	0.1860657401
968	0.1859808842
969	0.1858665952
970	0.1856579346
971	0.1856136118
972	0.1854418548
973	0.1852596526
974	0.1849658882
975	0.1848766702
976	0.184830469
977	0.184690984
978	0.1846279366
979	0.1844356375
980	0.1843420247
981	0.1842330437
982	0.1840064418
983	0.1837552857
984	0.1835785234
985	0.1833553025
986	0.1832900028
987	0.1832310412
988	0.183177921
989	0.1830609907
990	0.1828948601
991	0.1827361807
992	0.1826010701
993	0.182455778
994	0.1823802541
995	0.1822166489
996	0.1821462712
997	0.1819489028
998	0.1817096396
999	0.1816971154
